회차,번호1,번호2,번호3,번호4,번호5,번호6,보너스,1등 당첨금,1등 당첨수,2등 당첨금,2등 당첨수
310,1,5,19,28,34,41,16,"1,296,713,325",8,"59,619,004",29
309,1,2,5,11,18,36,22,"901,622,946",11,"66,119,016",25
308,14,15,17,19,37,45,40,"10,232,872,800",1,"63,165,882",27
307,5,15,21,23,25,45,12,"2,587,643,250",4,"61,610,554",28
306,4,18,23,30,34,41,19,"2,102,669,520",5,"76,183,679",23
305,7,8,18,21,23,39,9,"2,008,210,140",5,"49,220,837",34
304,4,10,16,26,33,41,38,"1,661,646,150",6,"44,909,356",37
303,2,14,17,30,38,45,43,"1,672,749,000",6,"57,681,000",29
302,13,19,20,32,38,42,4,"5,472,167,250",2,"41,455,813",44
301,7,11,13,33,37,43,26,"1,447,385,015",7,"35,927,997",47
300,7,9,10,12,26,38,39,"836,092,425",12,"49,181,908",34
299,1,3,20,25,36,45,24,"1,483,772,529",7,"59,691,999",29
298,5,9,27,29,37,40,19,"9,909,778,500",1,"41,290,744",40
297,6,11,19,20,28,32,34,"5,056,668,750",2,"60,198,438",28
296,3,8,15,27,30,45,44,"3,066,088,275",8,"46,243,415",53
295,1,4,12,16,18,38,8,0,0,"62,969,875",26
294,6,10,17,30,37,38,40,"2,406,504,975",4,"61,705,256",26
293,1,9,17,21,29,33,24,"1,656,764,400",6,"78,893,543",21
292,17,18,31,32,33,34,10,"720,373,950",14,"45,428,988",37
291,3,7,8,18,20,42,45,"1,450,585,200",7,"43,393,575",39
290,8,13,18,32,39,45,7,"2,149,214,424",13,"51,251,650",61
289,3,14,33,37,38,42,10,0,0,"63,761,694",24
288,1,12,17,28,35,41,10,"2,357,261,550",4,"65,479,488",24
287,6,12,24,27,35,37,41,"1,328,657,100",7,"41,894,594",37
286,1,15,19,40,42,44,17,"3,236,566,300",3,"59,936,413",27
285,13,33,37,40,41,45,2,"3,164,370,100",3,"60,853,272",26
284,2,7,15,24,30,45,28,"3,117,640,300",3,"111,344,297",14
283,6,8,18,31,38,45,42,"3,137,224,600",3,"65,358,846",24
282,2,5,10,18,31,32,30,"1,322,052,643",7,"48,199,836",32
281,1,3,4,6,14,41,12,"1,554,683,200",6,"42,018,465",37
280,10,11,23,24,36,37,35,"1,355,258,529",7,"58,560,554",27
279,7,16,31,36,37,38,11,"1,914,205,320",5,"59,080,412",27
278,3,11,37,39,41,43,13,"3,186,530,000",3,"59,009,815",27
277,10,12,13,15,25,29,20,"3,272,627,800",3,"52,784,320",31
276,4,15,21,33,39,41,25,"3,312,569,000",3,"53,428,533",31
275,14,19,20,35,38,40,26,"10,044,066,900",1,"88,105,850",19
274,13,14,15,26,35,39,25,"2,505,085,575",4,"45,136,678",37
273,1,8,24,31,34,44,6,"3,339,543,100",3,"79,512,931",21
272,7,9,12,27,39,43,28,"1,104,622,800",9,"42,485,493",39
271,3,8,9,27,29,40,36,"1,565,918,150",6,"55,925,649",28
270,5,9,12,20,21,26,27,"1,927,830,060",5,"50,203,908",32
269,5,18,20,36,42,43,32,"1,961,399,940",5,"74,295,453",22
268,3,10,19,24,32,45,12,"1,350,954,515",7,"45,031,818",35
267,7,8,24,34,36,41,1,"3,257,663,300",3,"58,172,559",28
266,3,4,9,11,22,42,37,"3,207,211,700",3,"44,544,607",36
265,5,9,34,37,38,39,12,"1,200,838,575",8,"84,269,374",19
264,9,16,27,36,41,44,5,"1,344,889,200",7,"58,112,497",27
263,1,27,28,32,37,40,18,"1,551,704,900",6,"57,470,552",27
262,9,12,24,25,29,31,36,"4,518,741,600",2,"71,726,058",21
261,6,11,16,18,31,43,2,"3,192,299,100",3,"49,879,674",32
260,7,12,15,24,37,40,43,"2,310,085,575",4,"59,232,964",26
259,4,5,14,35,42,45,34,"4,838,533,500",2,"64,513,780",25
258,14,27,30,31,38,40,17,"2,426,434,350",4,"57,772,247",28
257,6,13,27,31,32,37,4,"2,391,377,025",4,"88,569,520",18
256,4,11,14,21,23,43,32,"4,891,017,000",2,"47,951,148",34
255,1,5,6,24,27,42,32,"1,598,618,550",6,"122,970,658",13
254,1,5,19,20,24,30,27,"9,741,015,900",1,"49,197,050",33
253,8,19,25,31,34,36,33,"2,466,189,525",4,"82,206,318",20
252,14,23,26,31,39,45,28,"1,391,089,715",7,"67,622,417",24
251,6,7,19,25,28,38,45,"1,282,616,400",8,"42,753,880",40
250,19,23,30,37,43,45,38,"1,994,726,280",5,"97,780,700",17
249,3,8,27,31,41,44,11,"1,663,568,700",6,"57,364,438",29
248,3,8,17,23,38,45,13,"1,227,479,363",8,"71,158,224",23
247,12,15,28,36,39,40,13,"1,669,313,900",6,"57,562,549",29
246,13,18,21,23,26,39,15,"1,911,774,240",5,"61,274,816",26
245,9,11,27,31,32,38,22,"1,382,583,129",7,"46,086,105",35
244,13,16,25,36,37,38,19,"9,121,583,100",1,"60,810,554",25
243,2,12,17,19,28,42,34,"2,408,850,000",4,"55,375,863",29
242,4,19,20,21,32,34,43,"1,234,542,375",8,"45,723,792",36
241,2,16,24,27,28,35,21,"2,552,016,300",4,"50,039,536",34
240,6,10,16,40,41,43,21,"5,098,251,450",2,"60,693,470",28
239,11,15,24,39,41,44,7,"1,134,140,167",9,"58,662,423",29
238,2,4,15,28,31,34,35,"1,121,660,567",9,"58,016,926",29
237,1,11,17,21,24,44,33,"1,440,630,729",7,"43,095,792",39
236,1,4,8,13,37,39,7,"5,030,040,150",2,"40,894,636",41
235,21,22,26,27,31,37,8,"3,433,330,100",3,"59,195,347",29
234,13,21,22,24,26,37,4,"2,519,743,875",4,"73,036,055",23
233,4,6,13,17,28,40,39,"999,153,750",10,"64,048,318",26
232,8,9,10,12,24,44,35,"1,110,918,400",9,"92,576,534",18
231,5,10,19,31,44,45,27,"1,088,365,900",9,"85,923,624",19
230,5,11,14,29,32,33,12,"1,292,929,163",8,"68,956,222",25
229,4,5,9,11,23,38,35,"1,451,441,100",7,"62,716,591",27
228,17,25,35,36,39,44,23,"1,146,700,334",9,"44,103,859",39
227,4,5,15,16,22,42,2,"5,253,542,400",2,"72,965,867",24
226,2,6,8,14,21,22,34,"1,744,100,150",6,"45,897,373",38
225,5,11,13,19,31,36,7,"1,777,201,800",6,"43,346,386",41
224,4,19,26,27,30,42,7,"1,808,969,950",6,"69,575,768",26
223,1,3,18,20,26,27,38,"1,498,170,600",7,"44,817,070",39
222,5,7,28,29,39,43,44,"2,275,193,820",5,"57,454,390",33
221,2,20,33,35,37,40,10,"1,800,104,250",6,"40,911,461",44
220,5,11,19,21,34,43,31,"1,958,094,950",6,"69,931,963",28
219,4,11,20,26,35,37,16,"1,208,409,167",9,"44,210,092",41
218,1,8,14,18,29,44,20,"2,779,075,800",4,"71,258,354",26
217,16,20,27,33,35,39,38,"1,611,246,172",7,"64,820,249",29
216,7,16,17,33,36,40,1,"848,506,108",13,"29,181,427",63
215,2,3,7,15,43,44,4,"1,587,689,615",7,"57,884,518",32
214,5,7,20,25,28,37,32,"1,406,980,875",8,"52,110,403",36
213,2,3,4,5,20,24,42,"1,376,678,025",8,"55,623,355",33
212,11,12,18,21,31,38,8,"2,660,747,250",4,"49,273,098",36
211,12,13,17,20,33,41,8,"1,035,800,250",10,"59,528,750",29
210,10,19,22,23,25,37,39,"5,139,085,950",2,"37,239,754",46
209,2,7,18,20,24,33,37,"1,660,896,350",6,"48,849,893",34
208,14,25,31,34,40,44,24,"1,760,767,400",6,"51,787,277",34
207,3,11,14,31,32,37,38,"2,104,673,760",5,"47,402,563",37
206,1,2,3,15,20,25,43,"2,032,859,340",5,"47,056,930",36
205,1,3,21,29,35,37,30,"1,835,221,800",6,"87,391,515",21
204,3,12,14,35,40,45,5,"1,358,347,125",8,"78,744,761",23
203,1,3,11,24,30,32,7,"2,164,564,740",5,"41,948,930",43
202,12,14,27,33,39,44,17,"1,893,391,700",6,"47,334,793",40
201,3,11,24,38,39,44,26,"9,719,465,400",1,"43,781,376",37
200,5,6,13,14,17,20,7,"1,344,616,613",8,"30,910,727",58
199,14,21,22,25,30,36,43,"5,344,252,200",2,"77,452,931",23
198,12,19,20,25,41,45,2,"1,797,855,050",6,"71,914,202",25
197,7,12,16,34,42,45,4,"1,803,018,300",6,"42,929,008",42
196,35,36,37,41,44,45,30,"727,876,520",15,"67,395,975",27
195,7,10,19,22,35,40,31,"918,992,591",11,"25,527,572",66
194,15,20,23,26,39,44,28,"2,650,567,875",4,"84,145,012",21
193,6,14,18,26,36,39,13,"3,404,449,700",3,"85,111,243",20
192,4,8,11,18,37,45,33,"2,445,348,375",4,"42,900,849",38
191,5,6,24,25,32,37,8,"2,577,114,675",4,"74,698,977",23
190,8,14,18,30,31,44,15,"1,784,159,450",6,"54,065,438",33
189,8,14,32,35,37,45,28,"3,461,775,100",3,"52,451,138",33
188,19,24,27,30,31,34,36,"3,501,405,200",3,"53,051,594",33
187,1,2,8,18,29,38,42,"1,544,733,900",7,"94,852,082",19
186,4,10,14,19,21,45,9,"1,187,882,600",9,"38,735,303",46
185,1,2,4,8,19,38,14,"3,522,485,800",3,"51,801,262",34
184,1,2,6,16,20,33,41,"1,747,753,050",6,"56,379,131",31
183,2,18,24,34,40,42,5,"1,777,221,500",6,"71,088,860",25
182,13,15,27,29,34,40,35,"3,721,439,400",3,"42,289,085",44
181,14,21,23,32,40,45,44,"1,941,763,300",6,"80,906,805",24
180,2,15,20,21,29,34,22,"5,763,371,550",2,"54,889,253",35
179,5,9,17,25,39,43,32,"1,081,093,920",10,"33,996,665",53
178,1,5,11,12,18,23,9,"2,254,621,080",5,"42,701,157",44
177,1,10,13,16,37,43,6,"1,693,285,500",7,"65,849,992",30
176,4,17,30,32,33,34,15,"2,314,663,080",5,"48,222,148",40
175,19,26,28,31,33,36,17,"2,371,132,620",5,"41,165,497",48
174,13,14,18,22,35,39,16,"1,771,103,058",7,"79,472,574",26
173,3,9,24,30,33,34,18,"1,487,736,788",8,"31,486,493",63
172,4,19,21,24,26,41,35,"1,081,154,073",11,"104,321,885",19
171,4,16,25,29,34,35,1,"1,961,339,700",6,"103,228,406",19
170,2,11,13,15,31,42,10,"1,923,108,250",6,"71,226,232",27
169,16,27,35,37,43,45,19,"2,482,888,380",5,"66,744,312",31
168,3,10,31,40,42,43,30,"2,349,946,920",5,"36,264,613",54
167,24,27,28,30,36,39,4,"2,491,222,920",5,"57,667,198",36
166,9,12,27,36,39,45,14,"1,111,299,982",11,"72,763,690",28
165,5,13,18,19,22,42,31,"6,767,426,700",2,"56,395,223",40
164,6,9,10,11,39,41,27,"4,054,937,900",3,"51,986,384",39
163,7,11,26,28,29,44,16,"1,629,726,515",7,"40,454,205",47
162,1,5,21,25,38,41,24,"2,308,265,760",5,"58,289,540",33
161,22,34,36,40,42,45,44,"1,996,876,272",7,"33,275,487",63
160,3,7,8,34,39,41,1,"5,490,805,350",2,"57,195,890",32
159,1,18,30,41,42,43,32,"1,755,407,300",6,"73,141,971",24
158,4,9,13,18,21,34,7,"1,069,544,340",10,"39,612,754",45
157,19,26,30,33,35,39,37,"5,484,903,750",2,"65,296,474",28
156,5,18,28,30,42,45,2,"1,401,099,900",8,"62,271,107",30
155,16,19,20,32,33,41,4,"1,193,005,734",9,"48,365,098",37
154,6,19,21,35,40,45,20,"2,836,628,700",4,"59,096,432",32
153,3,8,11,12,13,36,33,"2,730,526,125",4,"35,006,746",52
152,1,5,13,26,29,34,43,"2,278,131,840",5,"63,281,440",30
151,1,2,10,13,18,19,15,"2,716,634,025",4,"40,246,430",45
150,2,18,25,28,37,39,16,"2,831,645,850",4,"41,038,346",46
149,2,11,21,34,41,42,27,"1,639,052,143",7,"44,470,407",43
148,21,25,33,34,35,36,17,"2,323,596,420",5,"55,323,725",35
147,4,6,13,21,40,42,36,"1,700,040,215",7,"56,668,008",35
146,2,19,27,35,41,42,25,"6,043,415,250",2,"59,249,170",34
145,2,3,13,20,27,44,9,"3,797,838,200",3,"49,971,556",38
144,4,15,17,26,36,37,43,"1,402,440,413",8,"49,208,436",38
143,26,27,28,42,43,45,8,"3,954,584,700",3,"56,494,068",35
142,12,16,30,34,40,44,19,"1,018,265,564",11,"66,672,150",28
141,8,12,29,31,42,43,2,"1,900,552,400",6,"65,536,290",29
140,3,13,17,18,19,28,8,"2,109,462,840",5,"51,702,521",34
139,9,11,15,20,28,43,13,"1,650,210,215",7,"68,758,759",28
138,10,11,27,28,37,39,19,"2,227,152,000",5,"57,998,750",32
137,7,9,20,25,36,39,15,"1,270,403,467",9,"47,640,130",40
136,2,16,30,36,41,42,11,"1,997,694,150",6,"76,834,391",26
135,6,14,22,28,35,39,16,"1,717,293,515",7,"71,553,897",28
134,3,12,20,23,31,35,43,"2,349,155,100",5,"39,152,585",50
133,4,7,15,18,23,26,13,"1,450,242,600",8,"37,914,840",51
132,3,17,23,34,41,45,43,"2,920,473,525",4,"57,264,187",34
131,8,10,11,14,15,21,37,"1,451,214,488",8,"58,634,929",33
130,7,19,24,27,42,45,31,"3,036,496,650",4,"67,477,704",30
129,19,23,25,28,38,42,17,"1,093,629,655",11,"40,099,754",50
128,12,30,34,36,37,45,39,"2,064,043,100",6,"89,741,005",23
127,3,5,10,29,32,43,35,"1,965,939,150",6,"45,719,516",43
126,7,20,22,27,40,43,1,"1,369,301,500",9,"58,684,350",35
125,2,8,32,33,35,36,18,"1,754,870,786",7,"56,870,813",36
124,4,16,23,25,29,42,1,"1,395,936,267",9,"56,592,011",37
123,7,17,18,28,30,45,27,"2,532,982,680",5,"55,547,866",38
122,1,11,16,17,36,40,8,"1,450,073,800",9,"57,239,756",38
121,12,28,30,34,38,43,9,"6,839,648,100",2,"73,544,604",31
120,4,6,10,11,32,37,30,"4,364,530,300",3,"70,395,650",31
119,3,11,13,14,17,21,38,"1,474,899,400",9,"45,149,982",49
118,3,4,10,17,19,22,38,"1,297,989,720",10,"52,763,810",41
117,5,10,22,34,36,44,35,"1,558,378,334",9,"46,751,350",50
116,2,4,25,31,34,37,17,"1,997,747,315",7,"41,619,736",56
115,1,2,6,9,25,28,31,"1,488,589,567",9,"65,673,070",34
114,11,14,19,26,28,41,2,"2,362,345,050",6,"57,618,172",41
113,4,9,28,33,36,45,26,"1,561,528,934",9,"54,471,940",43
112,26,29,30,33,41,42,43,"1,567,271,167",9,"73,465,836",32
111,7,18,31,33,36,40,27,"2,199,047,450",6,"43,118,578",51
110,7,20,22,23,29,43,1,"4,566,262,000",3,"60,082,395",38
109,1,5,34,36,42,44,33,"1,246,838,200",12,"80,441,175",31
108,7,18,22,23,29,44,12,"1,998,900,772",7,"56,879,291",41
107,1,4,5,6,9,31,17,"6,679,927,800",2,"63,618,360",35
106,4,10,12,22,24,33,29,"810,461,157",16,"54,030,744",40
105,8,10,20,34,41,45,28,"3,416,781,450",4,"87,609,781",26
104,17,32,33,34,42,44,35,"6,610,743,750",2,"95,807,881",23
103,5,14,15,27,30,45,10,"1,691,589,563",8,"59,354,020",38
102,17,22,24,26,35,40,42,"1,457,153,067",9,"91,072,067",24
101,1,3,17,32,35,45,8,"2,707,297,500",5,"59,370,560",38
100,1,7,11,23,37,42,6,"3,315,315,525",4,"61,394,732",36
99,1,3,10,27,29,37,11,"2,169,219,050",6,"54,230,477",40
98,6,9,16,23,24,32,43,"3,177,972,300",4,"47,081,072",45
97,6,7,14,15,20,36,3,"1,496,214,000",9,"48,789,587",46
96,1,3,8,21,22,31,20,"1,847,133,515",7,"56,710,240",38
95,8,17,27,31,34,43,14,"1,747,741,238",8,"48,548,368",48
94,5,32,34,40,41,45,6,"2,245,339,950",6,"59,087,894",38
93,6,22,24,36,38,44,19,"2,269,178,150",6,"87,276,083",26
92,3,14,24,33,35,36,17,"1,233,270,846",11,"45,219,931",50
91,1,21,24,26,29,42,27,"3,582,902,400",4,"74,643,800",32
90,17,20,29,35,38,44,10,"3,291,435,300",4,"64,537,948",34
89,4,26,28,29,33,40,37,"4,248,321,900",3,"70,805,365",30
88,1,17,20,24,30,41,27,"3,069,709,650",4,"66,015,262",31
87,4,12,16,23,34,43,26,"1,799,358,055",11,"99,964,337",33
86,2,12,37,39,41,45,33,"14,252,186,400",1,"148,460,275",16
85,6,8,13,23,31,36,21,"3,462,109,800",4,"74,453,975",31
84,16,23,27,34,42,45,11,"7,669,779,000",2,"150,387,824",17
83,6,10,15,17,19,34,14,"7,086,948,300",2,"157,487,740",15
82,1,2,3,14,27,42,39,"14,562,494,400",1,"121,354,120",20
81,5,7,11,13,20,33,6,"2,714,288,880",5,"113,095,370",20
80,17,18,24,25,26,30,1,"13,809,540,000",1,"143,849,375",16
79,3,12,24,27,30,32,14,"3,416,443,800",4,"73,471,910",31
78,10,13,25,29,33,35,38,"3,519,850,000",4,"106,662,100",22
77,2,18,29,32,43,44,37,"5,155,758,600",3,"135,677,800",19
76,1,3,15,22,25,37,43,"7,451,022,600",2,"146,098,400",17
75,2,5,24,32,34,44,28,"3,914,616,900",4,"137,354,900",19
74,6,15,17,18,35,40,23,"5,284,949,800",3,"66,061,800",40
73,3,12,18,32,40,43,38,"2,766,662,100",6,"106,410,000",26
72,2,4,11,17,26,27,1,"3,260,524,600",13,"104,081,800",44
71,5,9,12,16,29,41,21,0,0,"88,745,200",28
70,5,19,22,25,28,43,26,"5,031,277,800",3,"179,688,400",14
69,5,8,14,15,19,39,35,"4,962,712,200",3,"124,067,800",20
68,10,12,15,16,26,39,38,"2,945,882,100",5,"122,745,000",20
67,3,7,10,15,36,38,33,"2,114,436,500",7,"39,787,700",62
66,2,3,7,17,22,24,45,"3,685,138,200",4,"129,303,000",19
65,4,25,33,36,40,43,39,"3,727,945,800",4,"92,048,000",27
64,14,15,18,21,26,36,39,"3,899,818,000",4,"236,352,600",11
63,3,20,23,36,38,40,5,"7,922,245,500",2,"101,567,200",26
62,3,8,15,27,29,35,21,"15,817,286,400",1,"119,827,900",22
61,14,15,19,30,38,43,8,"3,541,038,800",5,"268,260,500",11
60,2,8,25,36,39,42,11,"2,172,504,600",7,"93,873,600",27
59,6,29,36,39,41,45,13,"4,127,587,300",4,"119,640,200",23
58,10,24,25,33,40,44,1,"3,676,429,200",4,"62,844,900",39
57,7,10,16,25,29,44,6,"4,114,411,900",4,"109,717,600",25
56,10,14,30,31,33,37,19,"3,777,570,900",4,"86,840,700",29
55,17,21,31,37,40,44,7,"7,088,799,600",2,"98,455,500",24
54,1,8,21,27,36,39,37,"5,148,626,600",3,"171,620,800",15
53,7,8,14,32,33,39,42,"5,014,371,000",3,"100,287,400",25
52,2,4,15,16,20,29,1,"3,900,844,900",4,"200,043,300",13
51,2,3,11,16,26,44,35,"2,421,117,000",6,"93,119,800",26
50,2,10,12,15,22,44,1,"5,227,061,400",3,"186,680,700",14
49,4,7,16,19,33,40,30,"1,967,504,600",7,"46,845,300",49
48,6,10,18,26,37,38,3,"2,415,673,600",6,"96,626,900",25
47,14,17,26,31,36,45,27,"3,250,042,400",5,"246,215,300",11
46,8,13,15,23,31,38,39,"5,327,758,800",3,"68,304,600",39
45,1,10,20,27,33,35,17,"8,356,417,800",2,"103,165,600",27
44,3,11,21,30,38,45,39,"3,362,155,800",5,"121,817,200",23
43,6,31,35,38,39,44,1,"17,749,630,800",1,"140,870,000",21
42,17,18,19,21,23,32,1,"6,899,280,100",6,"131,479,800",35
41,13,20,23,35,38,43,34,0,0,"109,404,000",21
40,7,13,18,19,25,26,6,"1,147,652,400",13,"56,513,100",44
39,6,7,13,15,21,43,8,"2,623,748,800",6,"104,949,900",25
38,16,17,22,30,37,43,36,"5,374,866,400",3,"149,301,800",18
37,7,27,30,33,35,37,42,"4,985,999,400",3,"124,649,900",20
36,1,10,23,26,28,40,31,"16,014,475,800",1,"140,477,800",19
35,2,3,11,26,37,43,39,"5,054,598,200",3,"105,304,100",24
34,9,26,35,37,40,42,2,"3,056,918,000",5,"56,609,500",45
33,4,7,32,33,40,41,9,"14,903,517,600",1,"60,583,400",41
32,6,14,19,25,34,44,11,"1,634,528,300",10,"55,596,200",49
31,7,9,18,23,28,35,32,"8,106,672,900",2,"93,180,100",29
30,8,17,20,35,36,44,4,"8,728,555,500",2,"132,250,800",22
29,1,5,13,34,39,40,11,"3,552,594,000",5,"174,146,700",17
28,9,18,23,25,35,37,1,"1,700,361,100",10,"128,815,200",22
27,1,20,26,28,37,43,27,"9,543,982,500",2,"198,832,900",16
26,4,5,7,18,20,25,31,"3,495,069,900",5,"74,680,900",39
25,2,4,21,26,43,44,16,"24,227,745,300",2,"175,267,400",28
24,7,8,27,29,36,43,6,0,0,"176,023,700",18
23,5,13,17,18,33,42,44,"4,317,947,700",4,"125,157,900",23
22,4,5,6,8,17,39,25,"4,552,194,900",4,"94,837,300",32
21,6,12,17,18,31,32,21,"797,475,400",23,"117,576,500",26
20,10,14,18,20,23,30,41,"19,352,212,800",1,"230,383,400",14
19,6,30,38,39,40,43,26,"40,722,959,400",1,"297,278,500",14
18,3,12,13,19,32,35,29,0,0,"175,017,300",15
17,3,4,9,17,32,37,1,"5,349,491,200",3,"297,193,900",9
16,6,7,24,37,38,40,33,"4,377,146,100",4,"243,174,700",12
15,3,4,16,30,31,37,13,"17,014,245,000",1,"177,231,700",16
14,2,6,12,31,33,40,15,"9,375,048,300",4,"130,363,400",28
13,22,23,25,37,38,42,26,0,0,"433,309,300",6
12,2,11,21,25,39,45,44,"1,348,845,700",12,"99,914,400",27
11,1,7,36,37,41,42,14,"4,780,152,300",5,"362,132,700",11
10,9,25,30,33,41,44,6,"6,430,437,900",13,"40,813,400",236
9,2,4,16,17,36,39,14,0,0,"769,456,500",4
8,8,19,25,34,37,39,9,0,0,"131,555,000",6
7,2,9,16,25,26,40,42,0,0,"48,165,000",9
6,14,15,26,27,40,42,34,"6,574,451,700",1,"196,297,600",3
5,16,24,29,40,41,42,3,0,0,0,0
4,14,27,30,31,40,42,2,0,0,"211,191,200",1
3,11,16,19,21,27,31,30,"2,000,000,000",1,0,0
2,9,13,21,25,32,42,2,"2,002,006,800",1,"94,866,800",2
1,10,23,29,33,37,40,16,0,0,"143,934,100",1
